DirectorNumber,Fullname,Role,Appointedon,ResignationDate,Companynumber,Companyname,StartDate_y,EndDate_y,DirectorNumber_y,Role_y,isDirector_x,isDirector_y,isActive_x,isActive_y,overlap,weight,Day_x,Day_y
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2008-04-03,2013-02-04,8d75de8e,RESIGNED SECRETARY,1,0.5,0.5,0.5,1,0.5,1546,1768
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2016-09-02,2017-10-20,aeb0cb08,RESIGNED SECRETARY,1,0.5,0.5,0.5,241,120.5,1546,413
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2017-03-10,2017-07-07,c46772a2,RESIGNED DIRECTOR,1,1,0.5,0.5,52,26.0,1546,119
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2012-03-01,2014-03-31,2e24a159,RESIGNED DIRECTOR,1,1,0.5,0.5,421,210.5,1546,760
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2015-06-01,2017-03-10,f43f7fc4,RESIGNED DIRECTOR,1,1,0.5,0.5,649,324.5,1546,648
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2011-06-20,2021-08-02,4140019e,CURRENT DIRECTOR,1,1,0.5,1,1547,773.5,1546,3696
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1999-01-01,2013-02-04,7499a347,RESIGNED DIRECTOR,1,1,0.5,0.5,1,0.5,1546,5148
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,1,1,0.5,1,1547,773.5,1546,3227
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2015-06-01,2019-08-30,de5019ce,RESIGNED DIRECTOR,1,1,0.5,0.5,700,350.0,1546,1551
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED SECRETARY,2010-08-19,2013-01-04,4704728,RX SYSTEMS LIMITED,2012-07-11,2015-07-01,4140019e,RESIGNED DIRECTOR,0.5,1,0.5,0.5,178,89.0,869,1085
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED SECRETARY,2010-08-19,2013-01-04,4704728,RX SYSTEMS LIMITED,1999-01-01,2013-02-04,7499a347,RESIGNED DIRECTOR,0.5,1,0.5,0.5,870,435.0,869,5148
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED SECRETARY,2010-08-19,2013-01-04,4704728,RX SYSTEMS LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,0.5,1,0.5,1,96,48.0,869,3227
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED SECRETARY,2010-08-19,2013-01-04,4704728,RX SYSTEMS LIMITED,2008-04-03,2013-01-10,805a6c35,RESIGNED DIRECTOR,0.5,1,0.5,0.5,870,435.0,869,1743
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED SECRETARY,2010-08-19,2013-01-04,4704728,RX SYSTEMS LIMITED,2004-03-01,2018-10-31,1ac6128b,RESIGNED DIRECTOR,0.5,1,0.5,0.5,870,435.0,869,5357
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,4704728,RX SYSTEMS LIMITED,2013-02-04,2016-09-02,5dc96c78,RESIGNED SECRETARY,1,0.5,0.5,0.5,1307,653.5,1546,1306
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,4704728,RX SYSTEMS LIMITED,2008-04-03,2013-02-04,8d75de8e,RESIGNED SECRETARY,1,0.5,0.5,0.5,1,0.5,1546,1768
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,4704728,RX SYSTEMS LIMITED,2016-09-02,2017-10-20,aeb0cb08,RESIGNED SECRETARY,1,0.5,0.5,0.5,241,120.5,1546,413
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,4704728,RX SYSTEMS LIMITED,2012-07-11,2015-07-01,4140019e,RESIGNED DIRECTOR,1,1,0.5,0.5,878,439.0,1546,1085
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,4704728,RX SYSTEMS LIMITED,1999-01-01,2013-02-04,7499a347,RESIGNED DIRECTOR,1,1,0.5,0.5,1,0.5,1546,5148
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,4704728,RX SYSTEMS LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,1,1,0.5,1,1547,773.5,1546,3227
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-02-04,2017-04-30,4704728,RX SYSTEMS LIMITED,2004-03-01,2018-10-31,1ac6128b,RESIGNED DIRECTOR,1,1,0.5,0.5,1547,773.5,1546,5357
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-09-30,2017-04-30,5204003,ASCRIBE HOLDINGS LIMITED,2013-02-04,2016-09-02,5dc96c78,RESIGNED SECRETARY,1,0.5,0.5,0.5,1069,534.5,1308,1306
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-09-30,2017-04-30,5204003,ASCRIBE HOLDINGS LIMITED,2016-09-02,2017-10-20,aeb0cb08,RESIGNED SECRETARY,1,0.5,0.5,0.5,241,120.5,1308,413
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-09-30,2017-04-30,5204003,ASCRIBE HOLDINGS LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,1,1,0.5,1,1309,654.5,1308,3227
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-09-30,2017-04-30,5204003,ASCRIBE HOLDINGS LIMITED,2014-09-01,2017-04-30,15f87a8f,RESIGNED DIRECTOR,1,1,0.5,0.5,973,486.5,1308,972
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-09-30,2017-04-30,5204003,ASCRIBE HOLDINGS LIMITED,2012-10-01,2013-10-10,b87b58df,RESIGNED DIRECTOR,1,1,0.5,0.5,11,5.5,1308,374
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-09-16,2017-04-30,6724468,SCROLL BIDCO LIMITED,2013-02-04,2016-09-02,5dc96c78,RESIGNED SECRETARY,1,0.5,0.5,0.5,1083,541.5,1322,1306
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-09-16,2017-04-30,6724468,SCROLL BIDCO LIMITED,2016-09-02,2017-10-20,aeb0cb08,RESIGNED SECRETARY,1,0.5,0.5,0.5,241,120.5,1322,413
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-09-16,2017-04-30,6724468,SCROLL BIDCO LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,1,1,0.5,1,1323,661.5,1322,3227
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-09-16,2017-04-30,6724468,SCROLL BIDCO LIMITED,2014-09-01,2017-04-30,15f87a8f,RESIGNED DIRECTOR,1,1,0.5,0.5,973,486.5,1322,972
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2013-09-16,2017-04-30,6724468,SCROLL BIDCO LIMITED,2012-10-01,2013-10-10,b87b58df,RESIGNED DIRECTOR,1,1,0.5,0.5,25,12.5,1322,374
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2016-02-15,2017-04-30,10004395,PATIENT PLATFORM LIMITED,2016-09-02,2017-10-20,aeb0cb08,RESIGNED SECRETARY,1,0.5,0.5,0.5,241,120.5,440,413
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2016-02-15,2017-04-30,10004395,PATIENT PLATFORM LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,1,1,0.5,1,441,220.5,440,3227
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2016-02-15,2017-04-30,10004395,PATIENT PLATFORM LIMITED,2016-02-15,2016-09-02,903e6d79,RESIGNED SECRETARY,1,0.5,0.5,0.5,201,100.5,440,200
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2016-02-15,2017-04-30,10004395,PATIENT PLATFORM LIMITED,2017-01-01,2021-08-02,0ce7fe83,CURRENT DIRECTOR,1,1,0.5,1,120,60.0,440,1674
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2016-10-18,2017-04-30,10434669,EMIS HEALTH PRIMARY CARE LIMITED,2016-09-02,2017-10-20,aeb0cb08,RESIGNED SECRETARY,1,0.5,0.5,0.5,195,97.5,194,413
8d75de8e,SPENCER CHRISTOPHER MICHAEL KENNEDY,RESIGNED DIRECTOR,2016-10-18,2017-04-30,10434669,EMIS HEALTH PRIMARY CARE LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,1,1,0.5,1,195,97.5,194,3227
9576b4e0,STABLES DAVID LINDSAY,RESIGNED SECRETARY,1991-02-18,2008-04-04,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2008-04-03,2013-02-04,8d75de8e,RESIGNED SECRETARY,0.5,0.5,0.5,0.5,2,1.0,6255,1768
9576b4e0,STABLES DAVID LINDSAY,RESIGNED SECRETARY,1991-02-18,2008-04-04,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1991-02-18,2011-06-20,9576b4e0,RESIGNED DIRECTOR,0.5,1,0.5,0.5,6256,3128.0,6255,7427
9576b4e0,STABLES DAVID LINDSAY,RESIGNED SECRETARY,1991-02-18,2008-04-04,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1991-04-10,2008-04-03,4cadfaa8,RESIGNED DIRECTOR,0.5,1,0.5,0.5,6204,3102.0,6255,6203
9576b4e0,STABLES DAVID LINDSAY,RESIGNED SECRETARY,1991-02-18,2008-04-04,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1999-01-01,2013-02-04,7499a347,RESIGNED DIRECTOR,0.5,1,0.5,0.5,3382,1691.0,6255,5148
9576b4e0,STABLES DAVID LINDSAY,RESIGNED SECRETARY,1991-02-18,2008-04-04,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2008-04-03,2012-07-02,f3935eb0,RESIGNED DIRECTOR,0.5,1,0.5,0.5,2,1.0,6255,1551
9576b4e0,STABLES DAVID LINDSAY,RESIGNED SECRETARY,1991-02-18,2008-04-04,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1991-02-18,2008-04-03,08652601,RESIGNED DIRECTOR,0.5,1,0.5,0.5,6255,3127.5,6255,6254
9576b4e0,STABLES DAVID LINDSAY,RESIGNED SECRETARY,1991-02-18,2008-04-04,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2002-02-01,2012-07-02,fa5452d1,RESIGNED DIRECTOR,0.5,1,0.5,0.5,2255,1127.5,6255,3804
9576b4e0,STABLES DAVID LINDSAY,RESIGNED SECRETARY,1991-02-18,2008-04-04,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2008-04-03,2013-01-10,805a6c35,RESIGNED DIRECTOR,0.5,1,0.5,0.5,2,1.0,6255,1743
9576b4e0,STABLES DAVID LINDSAY,RESIGNED DIRECTOR,1991-02-18,2011-06-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2008-04-03,2013-02-04,8d75de8e,RESIGNED SECRETARY,1,0.5,0.5,0.5,1174,587.0,7427,1768
9576b4e0,STABLES DAVID LINDSAY,RESIGNED DIRECTOR,1991-02-18,2011-06-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1991-02-18,2008-04-04,9576b4e0,RESIGNED SECRETARY,1,0.5,0.5,0.5,6256,3128.0,7427,6255
9576b4e0,STABLES DAVID LINDSAY,RESIGNED DIRECTOR,1991-02-18,2011-06-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1991-04-10,2008-04-03,4cadfaa8,RESIGNED DIRECTOR,1,1,0.5,0.5,6204,3102.0,7427,6203
9576b4e0,STABLES DAVID LINDSAY,RESIGNED DIRECTOR,1991-02-18,2011-06-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2011-06-20,2021-08-02,4140019e,CURRENT DIRECTOR,1,1,0.5,1,1,0.5,7427,3696
9576b4e0,STABLES DAVID LINDSAY,RESIGNED DIRECTOR,1991-02-18,2011-06-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1999-01-01,2013-02-04,7499a347,RESIGNED DIRECTOR,1,1,0.5,0.5,4554,2277.0,7427,5148
9576b4e0,STABLES DAVID LINDSAY,RESIGNED DIRECTOR,1991-02-18,2011-06-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2008-04-03,2012-07-02,f3935eb0,RESIGNED DIRECTOR,1,1,0.5,0.5,1174,587.0,7427,1551
9576b4e0,STABLES DAVID LINDSAY,RESIGNED DIRECTOR,1991-02-18,2011-06-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1991-02-18,2008-04-03,08652601,RESIGNED DIRECTOR,1,1,0.5,0.5,6255,3127.5,7427,6254
9576b4e0,STABLES DAVID LINDSAY,RESIGNED DIRECTOR,1991-02-18,2011-06-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2002-02-01,2012-07-02,fa5452d1,RESIGNED DIRECTOR,1,1,0.5,0.5,3427,1713.5,7427,3804
9576b4e0,STABLES DAVID LINDSAY,RESIGNED DIRECTOR,1991-02-18,2011-06-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2008-04-03,2013-01-10,805a6c35,RESIGNED DIRECTOR,1,1,0.5,0.5,1174,587.0,7427,1743
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2017-07-25,2019-12-31,8916792d,RESIGNED DIRECTOR,0.5,1,0.5,0.5,88,44.0,413,889
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2017-10-20,2021-08-02,cca0a888,CURRENT SECRETARY,0.5,0.5,0.5,1,1,0.5,413,1382
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2013-02-04,2016-09-02,5dc96c78,RESIGNED SECRETARY,0.5,0.5,0.5,0.5,1,0.5,413,1306
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2013-02-04,2017-04-30,8d75de8e,RESIGNED DIRECTOR,0.5,1,0.5,0.5,241,120.5,413,1546
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2017-03-10,2017-07-07,c46772a2,RESIGNED DIRECTOR,0.5,1,0.5,0.5,120,60.0,413,119
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2015-06-01,2017-03-10,f43f7fc4,RESIGNED DIRECTOR,0.5,1,0.5,0.5,190,95.0,413,648
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2011-06-20,2021-08-02,4140019e,CURRENT DIRECTOR,0.5,1,0.5,1,414,207.0,413,3696
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,0.5,1,0.5,1,414,207.0,413,3227
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2017-05-01,2021-08-02,603c9008,CURRENT DIRECTOR,0.5,1,0.5,1,173,86.5,413,1554
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2015-06-01,2019-08-30,de5019ce,RESIGNED DIRECTOR,0.5,1,0.5,0.5,414,207.0,413,1551
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,4307188,PROTECHNIC EXETER LIMITED,2017-10-20,2021-08-02,cca0a888,CURRENT SECRETARY,0.5,0.5,0.5,1,1,0.5,413,1382
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,4307188,PROTECHNIC EXETER LIMITED,2013-02-04,2016-09-02,5dc96c78,RESIGNED SECRETARY,0.5,0.5,0.5,0.5,1,0.5,413,1306
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,4307188,PROTECHNIC EXETER LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,0.5,1,0.5,1,414,207.0,413,3227
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,4307188,PROTECHNIC EXETER LIMITED,2017-05-01,2019-08-30,53425716,RESIGNED DIRECTOR,0.5,1,0.5,0.5,173,86.5,413,851
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,4307188,PROTECHNIC EXETER LIMITED,2014-09-01,2017-04-30,15f87a8f,RESIGNED DIRECTOR,0.5,1,0.5,0.5,241,120.5,413,972
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,4704728,RX SYSTEMS LIMITED,2017-07-25,2019-12-31,8916792d,RESIGNED DIRECTOR,0.5,1,0.5,0.5,88,44.0,413,889
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,4704728,RX SYSTEMS LIMITED,2017-10-20,2021-08-02,cca0a888,CURRENT SECRETARY,0.5,0.5,0.5,1,1,0.5,413,1382
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,4704728,RX SYSTEMS LIMITED,2013-02-04,2016-09-02,5dc96c78,RESIGNED SECRETARY,0.5,0.5,0.5,0.5,1,0.5,413,1306
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,4704728,RX SYSTEMS LIMITED,2013-02-04,2017-04-30,8d75de8e,RESIGNED DIRECTOR,0.5,1,0.5,0.5,241,120.5,413,1546
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,4704728,RX SYSTEMS LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,0.5,1,0.5,1,414,207.0,413,3227
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,4704728,RX SYSTEMS LIMITED,2017-05-01,2021-08-02,603c9008,CURRENT DIRECTOR,0.5,1,0.5,1,173,86.5,413,1554
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,4704728,RX SYSTEMS LIMITED,2004-03-01,2018-10-31,1ac6128b,RESIGNED DIRECTOR,0.5,1,0.5,0.5,414,207.0,413,5357
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,5204003,ASCRIBE HOLDINGS LIMITED,2017-10-20,2021-08-02,cca0a888,CURRENT SECRETARY,0.5,0.5,0.5,1,1,0.5,413,1382
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,5204003,ASCRIBE HOLDINGS LIMITED,2013-02-04,2016-09-02,5dc96c78,RESIGNED SECRETARY,0.5,0.5,0.5,0.5,1,0.5,413,1306
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,5204003,ASCRIBE HOLDINGS LIMITED,2013-02-04,2017-04-30,8d75de8e,RESIGNED DIRECTOR,0.5,1,0.5,0.5,241,120.5,413,1546
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,5204003,ASCRIBE HOLDINGS LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,0.5,1,0.5,1,414,207.0,413,3227
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,5204003,ASCRIBE HOLDINGS LIMITED,2017-05-01,2019-08-30,53425716,RESIGNED DIRECTOR,0.5,1,0.5,0.5,173,86.5,413,851
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,5204003,ASCRIBE HOLDINGS LIMITED,2014-09-01,2017-04-30,15f87a8f,RESIGNED DIRECTOR,0.5,1,0.5,0.5,241,120.5,413,972
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,6724468,SCROLL BIDCO LIMITED,2017-10-20,2021-08-02,cca0a888,CURRENT SECRETARY,0.5,0.5,0.5,1,1,0.5,413,1382
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,6724468,SCROLL BIDCO LIMITED,2013-02-04,2016-09-02,5dc96c78,RESIGNED SECRETARY,0.5,0.5,0.5,0.5,1,0.5,413,1306
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,6724468,SCROLL BIDCO LIMITED,2013-02-04,2017-04-30,8d75de8e,RESIGNED DIRECTOR,0.5,1,0.5,0.5,241,120.5,413,1546
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,6724468,SCROLL BIDCO LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,0.5,1,0.5,1,414,207.0,413,3227
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,6724468,SCROLL BIDCO LIMITED,2017-05-01,2019-08-30,53425716,RESIGNED DIRECTOR,0.5,1,0.5,0.5,173,86.5,413,851
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,6724468,SCROLL BIDCO LIMITED,2014-09-01,2017-04-30,15f87a8f,RESIGNED DIRECTOR,0.5,1,0.5,0.5,241,120.5,413,972
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,10004395,PATIENT PLATFORM LIMITED,2017-10-20,2021-08-02,cca0a888,CURRENT SECRETARY,0.5,0.5,0.5,1,1,0.5,413,1382
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,10004395,PATIENT PLATFORM LIMITED,2013-02-04,2017-04-30,8d75de8e,RESIGNED DIRECTOR,0.5,1,0.5,0.5,241,120.5,413,1546
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,10004395,PATIENT PLATFORM LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,0.5,1,0.5,1,414,207.0,413,3227
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,10004395,PATIENT PLATFORM LIMITED,2017-05-01,2021-08-02,603c9008,CURRENT DIRECTOR,0.5,1,0.5,1,173,86.5,413,1554
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,10004395,PATIENT PLATFORM LIMITED,2016-02-15,2016-09-02,903e6d79,RESIGNED SECRETARY,0.5,0.5,0.5,0.5,1,0.5,413,200
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-09-02,2017-10-20,10004395,PATIENT PLATFORM LIMITED,2017-01-01,2021-08-02,0ce7fe83,CURRENT DIRECTOR,0.5,1,0.5,1,293,146.5,413,1674
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-10-18,2017-10-20,10434669,EMIS HEALTH PRIMARY CARE LIMITED,2017-10-20,2021-08-02,cca0a888,CURRENT SECRETARY,0.5,0.5,0.5,1,1,0.5,367,1382
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-10-18,2017-10-20,10434669,EMIS HEALTH PRIMARY CARE LIMITED,2013-02-04,2017-04-30,8d75de8e,RESIGNED DIRECTOR,0.5,1,0.5,0.5,195,97.5,367,1546
aeb0cb08,WAITE SIMON NICHOLAS,RESIGNED SECRETARY,2016-10-18,2017-10-20,10434669,EMIS HEALTH PRIMARY CARE LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,0.5,1,0.5,1,368,184.0,367,3227
04fdd9bf,FOSTER SUZANNE MARIE,CURRENT DIRECTOR,2019-08-30,2021-08-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2017-07-25,2019-12-31,8916792d,RESIGNED DIRECTOR,1,1,1,0.5,124,124,703,889
04fdd9bf,FOSTER SUZANNE MARIE,CURRENT DIRECTOR,2019-08-30,2021-08-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2017-10-20,2021-08-02,cca0a888,CURRENT SECRETARY,1,0.5,1,1,704,704,703,1382
04fdd9bf,FOSTER SUZANNE MARIE,CURRENT DIRECTOR,2019-08-30,2021-08-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2011-06-20,2021-08-02,4140019e,CURRENT DIRECTOR,1,1,1,1,704,704,703,3696
